word,freq_2025,freq_1998,rel_2025,rel_1998,rel_diff
沿着,18,20,0.00021006,0.00003266,0.00017741
搭建,16,6,0.00018672,0.00000980,0.00017693
超过,41,185,0.00047847,0.00030207,0.00017641
算力,15,0,0.00017505,0.00000000,0.00017505
300,15,0,0.00017505,0.00000000,0.00017505
四次,15,0,0.00017505,0.00000000,0.00017505
古文化,15,0,0.00017505,0.00000000,0.00017505
宏观政策,15,0,0.00017505,0.00000000,0.00017505
美好生活,15,0,0.00017505,0.00000000,0.00017505
驻村,15,0,0.00017505,0.00000000,0.00017505
板房,15,0,0.00017505,0.00000000,0.00017505
14,15,0,0.00017505,0.00000000,0.00017505
春节前夕,15,0,0.00017505,0.00000000,0.00017505
驿站,15,0,0.00017505,0.00000000,0.00017505
聚力,15,0,0.00017505,0.00000000,0.00017505
27,15,0,0.00017505,0.00000000,0.00017505
高铁,15,0,0.00017505,0.00000000,0.00017505
人民大会堂,15,0,0.00017505,0.00000000,0.00017505
赵乐际,15,0,0.00017505,0.00000000,0.00017505
法治化,15,0,0.00017505,0.00000000,0.00017505
全国工商联,15,0,0.00017505,0.00000000,0.00017505
氛围,21,43,0.00024507,0.00007021,0.00017486
提供,87,515,0.00101530,0.00084088,0.00017441
战区,15,1,0.00017505,0.00000163,0.00017342
番茄,15,1,0.00017505,0.00000163,0.00017342
砥砺,15,1,0.00017505,0.00000163,0.00017342
存量,18,23,0.00021006,0.00003755,0.00017251
守护,15,2,0.00017505,0.00000327,0.00017179
人心,19,31,0.00022173,0.00005062,0.00017112
注入,19,31,0.00022173,0.00005062,0.00017112
福祉,15,3,0.00017505,0.00000490,0.00017015
文明,66,368,0.00077023,0.00060087,0.00016936
货物,17,19,0.00019839,0.00003102,0.00016737
扎根,16,12,0.00018672,0.00001959,0.00016713
干净,16,12,0.00018672,0.00001959,0.00016713
嘱托,15,5,0.00017505,0.00000816,0.00016689
运用,28,98,0.00032676,0.00016001,0.00016675
谋划,15,6,0.00017505,0.00000980,0.00016525
鼓励,33,135,0.00038511,0.00022043,0.00016469
热闹,18,28,0.00021006,0.00004572,0.00016434
立法,18,28,0.00021006,0.00004572,0.00016434
元首,18,28,0.00021006,0.00004572,0.00016434
见效,15,7,0.00017505,0.00001143,0.00016362
新年贺词,14,0,0.00016338,0.00000000,0.00016338
16,14,0,0.00016338,0.00000000,0.00016338
党的领导,14,0,0.00016338,0.00000000,0.00016338
贡献力量,14,0,0.00016338,0.00000000,0.00016338
党和人民,14,0,0.00016338,0.00000000,0.00016338
理政,14,0,0.00016338,0.00000000,0.00016338
23,14,0,0.00016338,0.00000000,0.00016338
亿千瓦,14,0,0.00016338,0.00000000,0.00016338
服务体系,14,0,0.00016338,0.00000000,0.00016338
一项,14,0,0.00016338,0.00000000,0.00016338
守纪,14,0,0.00016338,0.00000000,0.00016338
风肃,14,0,0.00016338,0.00000000,0.00016338
党和政府,14,0,0.00016338,0.00000000,0.00016338
中华,25,79,0.00029175,0.00012899,0.00016276
决心,25,79,0.00029175,0.00012899,0.00016276
牢牢,16,15,0.00018672,0.00002449,0.00016223
互动,14,1,0.00016338,0.00000163,0.00016175
延伸,17,23,0.00019839,0.00003755,0.00016084
检查,43,209,0.00050181,0.00034125,0.00016056
流程,14,2,0.00016338,0.00000327,0.00016012
十八,16,17,0.00018672,0.00002776,0.00015896
年前,16,17,0.00018672,0.00002776,0.00015896
联通,14,3,0.00016338,0.00000490,0.00015848
潜能,14,3,0.00016338,0.00000490,0.00015848
农村,107,668,0.00124870,0.00109070,0.00015800
新增,19,40,0.00022173,0.00006531,0.00015642
指引,18,33,0.00021006,0.00005388,0.00015618
感慨,16,19,0.00018672,0.00003102,0.00015570
积极,97,598,0.00113200,0.00097641,0.00015559
黑龙江,18,34,0.00021006,0.00005551,0.00015455
攻关,18,34,0.00021006,0.00005551,0.00015455
响应,16,20,0.00018672,0.00003266,0.00015407
澳门,22,63,0.00025674,0.00010287,0.00015388
越是,15,13,0.00017505,0.00002123,0.00015383
机器人,14,6,0.00016338,0.00000980,0.00015358
小区,18,35,0.00021006,0.00005715,0.00015291
治国,16,21,0.00018672,0.00003429,0.00015243
共享,15,14,0.00017505,0.00002286,0.00015219
大局,21,57,0.00024507,0.00009307,0.00015200
中央政治局,13,0,0.00015171,0.00000000,0.00015171
粤港澳,13,0,0.00015171,0.00000000,0.00015171
提振,13,0,0.00015171,0.00000000,0.00015171
1000,13,0,0.00015171,0.00000000,0.00015171
建立健全,13,0,0.00015171,0.00000000,0.00015171
6.8,13,0,0.00015171,0.00000000,0.00015171
政绩观,13,0,0.00015171,0.00000000,0.00015171
凝心,13,0,0.00015171,0.00000000,0.00015171
纪委书记,13,0,0.00015171,0.00000000,0.00015171
最高人民法院,13,0,0.00015171,0.00000000,0.00015171
外部环境,13,0,0.00015171,0.00000000,0.00015171
总体战,13,0,0.00015171,0.00000000,0.00015171
各级党委,13,0,0.00015171,0.00000000,0.00015171
新台阶,13,0,0.00015171,0.00000000,0.00015171
金上,13,0,0.00015171,0.00000000,0.00015171
打赢,13,0,0.00015171,0.00000000,0.00015171
幸福生活,13,0,0.00015171,0.00000000,0.00015171
破解,13,0,0.00015171,0.00000000,0.00015171
深入开展,13,0,0.00015171,0.00000000,0.00015171
一名,13,0,0.00015171,0.00000000,0.00015171
这场,13,0,0.00015171,0.00000000,0.00015171
锚定,13,0,0.00015171,0.00000000,0.00015171
新兴产业,13,0,0.00015171,0.00000000,0.00015171
战略部署,13,0,0.00015171,0.00000000,0.00015171
指明,15,15,0.00017505,0.00002449,0.00015056
家家户户,15,15,0.00017505,0.00002449,0.00015056
滑雪场,13,1,0.00015171,0.00000163,0.00015008
免去,13,1,0.00015171,0.00000163,0.00015008
视频,13,1,0.00015171,0.00000163,0.00015008
城镇化,13,1,0.00015171,0.00000163,0.00015008
除夕,17,30,0.00019839,0.00004898,0.00014941
研究院,16,23,0.00018672,0.00003755,0.00014917
年画,14,10,0.00016338,0.00001633,0.00014705
配套,20,53,0.00023340,0.00008654,0.00014686
基调,13,3,0.00015171,0.00000490,0.00014681
越来越,36,168,0.00042012,0.00027431,0.00014582
中华民族,29,118,0.00033843,0.00019267,0.00014576
互联网,14,11,0.00016338,0.00001796,0.00014542
立足,19,47,0.00022173,0.00007674,0.00014499
累计,23,76,0.00026841,0.00012409,0.00014432
保持,63,362,0.00073522,0.00059107,0.00014415
梦想,15,19,0.00017505,0.00003102,0.00014403
汲取,14,12,0.00016338,0.00001959,0.00014379
提出,95,591,0.00110866,0.00096498,0.00014368
对接,13,5,0.00015171,0.00000816,0.00014355
过年,26,98,0.00030342,0.00016001,0.00014341
人类,36,170,0.00042012,0.00027757,0.00014255
多年,20,56,0.00023340,0.00009144,0.00014197
攻坚,20,56,0.00023340,0.00009144,0.00014197
理论,59,335,0.00068854,0.00054698,0.00014155
秉持,12,0,0.00014004,0.00000000,0.00014004
中国法学会,12,0,0.00014004,0.00000000,0.00014004
主持会议,12,0,0.00014004,0.00000000,0.00014004
审计工作,12,0,0.00014004,0.00000000,0.00014004
高标准,12,0,0.00014004,0.00000000,0.00014004
新旧,12,0,0.00014004,0.00000000,0.00014004
万吨,12,0,0.00014004,0.00000000,0.00014004
31,12,0,0.00014004,0.00000000,0.00014004
气候变化,12,0,0.00014004,0.00000000,0.00014004
敬畏,12,0,0.00014004,0.00000000,0.00014004
天眼,12,0,0.00014004,0.00000000,0.00014004
人才培养,12,0,0.00014004,0.00000000,0.00014004
集群,12,0,0.00014004,0.00000000,0.00014004
万辆,12,0,0.00014004,0.00000000,0.00014004
400,12,0,0.00014004,0.00000000,0.00014004
充分肯定,12,0,0.00014004,0.00000000,0.00014004
金砖,12,0,0.00014004,0.00000000,0.00014004
自立自强,12,0,0.00014004,0.00000000,0.00014004
共生,12,0,0.00014004,0.00000000,0.00014004
嘉鱼县,12,0,0.00014004,0.00000000,0.00014004
2000,12,0,0.00014004,0.00000000,0.00014004
最高人民检察院,12,0,0.00014004,0.00000000,0.00014004
提质,12,0,0.00014004,0.00000000,0.00014004
分类,16,29,0.00018672,0.00004735,0.00013937
检测,19,51,0.00022173,0.00008327,0.00013846
安溪县,12,1,0.00014004,0.00000163,0.00013841
介绍,55,309,0.00064186,0.00050453,0.00013733
行贿,13,9,0.00015171,0.00001470,0.00013702
有为,12,2,0.00014004,0.00000327,0.00013678
至上,12,2,0.00014004,0.00000327,0.00013678
情怀,14,17,0.00016338,0.00002776,0.00013562
牵头,13,10,0.00015171,0.00001633,0.00013538
为民,12,3,0.00014004,0.00000490,0.00013514
庆祝,18,46,0.00021006,0.00007511,0.00013495
百姓,18,46,0.00021006,0.00007511,0.00013495
民主党派,17,39,0.00019839,0.00006368,0.00013471
群体,16,32,0.00018672,0.00005225,0.00013447
合作社,14,18,0.00016338,0.00002939,0.00013399
违规,14,18,0.00016338,0.00002939,0.00013399
打通,13,11,0.00015171,0.00001796,0.00013375
根基,12,4,0.00014004,0.00000653,0.00013351
美景,12,4,0.00014004,0.00000653,0.00013351
变革,16,33,0.00018672,0.00005388,0.00013284
效率,20,62,0.00023340,0.00010123,0.00013217
事关,13,12,0.00015171,0.00001959,0.00013212
历经,13,12,0.00015171,0.00001959,0.00013212
目标,60,348,0.00070021,0.00056821,0.00013200
新篇章,12,5,0.00014004,0.00000816,0.00013188
全程,12,5,0.00014004,0.00000816,0.00013188
焕发,12,5,0.00014004,0.00000816,0.00013188
遵循,16,34,0.00018672,0.00005551,0.00013121
春联,16,34,0.00018672,0.00005551,0.00013121
村庄,15,27,0.00017505,0.00004409,0.00013097
牢记,14,20,0.00016338,0.00003266,0.00013073
履行,20,63,0.00023340,0.00010287,0.00013054
主角,13,13,0.00015171,0.00002123,0.00013049
沉着,12,6,0.00014004,0.00000980,0.00013024
效应,17,42,0.00019839,0.00006858,0.00012981
四川,21,71,0.00024507,0.00011593,0.00012914
车间,14,21,0.00016338,0.00003429,0.00012909
关爱,12,7,0.00014004,0.00001143,0.00012861
步伐,25,100,0.00029175,0.00016328,0.00012847
90,11,0,0.00012837,0.00000000,0.00012837
救灾物资,11,0,0.00012837,0.00000000,0.00012837
干部群众,11,0,0.00012837,0.00000000,0.00012837
一条,11,0,0.00012837,0.00000000,0.00012837
一次,11,0,0.00012837,0.00000000,0.00012837
一场,11,0,0.00012837,0.00000000,0.00012837
路径,11,0,0.00012837,0.00000000,0.00012837
见证,11,0,0.00012837,0.00000000,0.00012837
万家,11,0,0.00012837,0.00000000,0.00012837
1500,11,0,0.00012837,0.00000000,0.00012837
严格执行,11,0,0.00012837,0.00000000,0.00012837
外卖,11,0,0.00012837,0.00000000,0.00012837
迎新春,11,0,0.00012837,0.00000000,0.00012837
共同努力,11,0,0.00012837,0.00000000,0.00012837
万人次,11,0,0.00012837,0.00000000,0.00012837
新进展,11,0,0.00012837,0.00000000,0.00012837
政治责任,11,0,0.00012837,0.00000000,0.00012837
韩正,11,0,0.00012837,0.00000000,0.00012837
两年,11,0,0.00012837,0.00000000,0.00012837
粮食安全,11,0,0.00012837,0.00000000,0.00012837
营商,11,0,0.00012837,0.00000000,0.00012837
一张,11,0,0.00012837,0.00000000,0.00012837
产业园,11,0,0.00012837,0.00000000,0.00012837
接续,11,0,0.00012837,0.00000000,0.00012837
冷轧,11,0,0.00012837,0.00000000,0.00012837
传统节日,11,0,0.00012837,0.00000000,0.00012837
全党全国,11,0,0.00012837,0.00000000,0.00012837
失能,11,0,0.00012837,0.00000000,0.00012837
中斯,11,0,0.00012837,0.00000000,0.00012837
万个,11,0,0.00012837,0.00000000,0.00012837
抓手,11,0,0.00012837,0.00000000,0.00012837
万余,11,0,0.00012837,0.00000000,0.00012837
常德,11,0,0.00012837,0.00000000,0.00012837
成就,30,136,0.00035010,0.00022206,0.00012804
功能,29,129,0.00033843,0.00021063,0.00012780
民心,14,22,0.00016338,0.00003592,0.00012746
京剧院,13,15,0.00015171,0.00002449,0.00012722
应变,12,8,0.00014004,0.00001306,0.00012698
致远,11,1,0.00012837,0.00000163,0.00012674
铁军,11,1,0.00012837,0.00000163,0.00012674
纳入,17,44,0.00019839,0.00007184,0.00012655
定位,16,37,0.00018672,0.00006041,0.00012631
防止,22,80,0.00025674,0.00013062,0.00012612
小时,28,123,0.00032676,0.00020083,0.00012593
造福,14,23,0.00016338,0.00003755,0.00012583
奋力,14,23,0.00016338,0.00003755,0.00012583
降低,25,102,0.00029175,0.00016654,0.00012521
针对性,14,24,0.00016338,0.00003919,0.00012419
海拔,14,24,0.00016338,0.00003919,0.00012419
调度,13,17,0.00015171,0.00002776,0.00012395
配送,12,10,0.00014004,0.00001633,0.00012371
清单,11,3,0.00012837,0.00000490,0.00012347
推出,30,139,0.00035010,0.00022696,0.00012315
带领,23,89,0.00026841,0.00014532,0.00012309
日常,15,32,0.00017505,0.00005225,0.00012280
实干,13,18,0.00015171,0.00002939,0.00012232
层面,12,11,0.00014004,0.00001796,0.00012208
果园,12,11,0.00014004,0.00001796,0.00012208
用地,11,4,0.00012837,0.00000653,0.00012184
打开,17,47,0.00019839,0.00007674,0.00012165
美好,22,83,0.00025674,0.00013552,0.00012122
货车,12,12,0.00014004,0.00001959,0.00012045
诚挚,12,12,0.00014004,0.00001959,0.00012045
严惩,11,5,0.00012837,0.00000816,0.00012021
高压,11,5,0.00012837,0.00000816,0.00012021
当前,38,198,0.00044346,0.00032329,0.00012017
对话,17,48,0.00019839,0.00007837,0.00012002
县级,17,48,0.00019839,0.00007837,0.00012002
职责,16,41,0.00018672,0.00006694,0.00011978
迎来,16,41,0.00018672,0.00006694,0.00011978
迈出,16,41,0.00018672,0.00006694,0.00011978
温度,12,13,0.00014004,0.00002123,0.00011882
链条,11,6,0.00012837,0.00000980,0.00011857
牵引,11,6,0.00012837,0.00000980,0.00011857
蕴含,11,6,0.00012837,0.00000980,0.00011857
增进,17,49,0.00019839,0.00008001,0.00011839
修订,14,28,0.00016338,0.00004572,0.00011766
信息化,12,14,0.00014004,0.00002286,0.00011718
模型,12,14,0.00014004,0.00002286,0.00011718
交织,11,7,0.00012837,0.00001143,0.00011694
主题,24,100,0.00028008,0.00016328,0.00011680
人员伤亡,10,0,0.00011670,0.00000000,0.00011670
相结合,10,0,0.00011670,0.00000000,0.00011670
一处,10,0,0.00011670,0.00000000,0.00011670
乙巳,10,0,0.00011670,0.00000000,0.00011670
五年,10,0,0.00011670,0.00000000,0.00011670
花牛,10,0,0.00011670,0.00000000,0.00011670
可及,10,0,0.00011670,0.00000000,0.00011670
大力发展,10,0,0.00011670,0.00000000,0.00011670
格方,10,0,0.00011670,0.00000000,0.00011670
新一轮,10,0,0.00011670,0.00000000,0.00011670
日喀则市,10,0,0.00011670,0.00000000,0.00011670
找准,10,0,0.00011670,0.00000000,0.00011670
特朗普,10,0,0.00011670,0.00000000,0.00011670
关键环节,10,0,0.00011670,0.00000000,0.00011670
米切尔,10,0,0.00011670,0.00000000,0.00011670
隆重庆祝,10,0,0.00011670,0.00000000,0.00011670
变局,10,0,0.00011670,0.00000000,0.00011670
工作汇报,10,0,0.00011670,0.00000000,0.00011670
依法治国,10,0,0.00011670,0.00000000,0.00011670
万种,10,0,0.00011670,0.00000000,0.00011670
毛绒玩具,10,0,0.00011670,0.00000000,0.00011670
照护,10,0,0.00011670,0.00000000,0.00011670
广大干部,10,0,0.00011670,0.00000000,0.00011670
生态环境,10,0,0.00011670,0.00000000,0.00011670
中美关系,10,0,0.00011670,0.00000000,0.00011670
中华文化,10,0,0.00011670,0.00000000,0.00011670
纠治,10,0,0.00011670,0.00000000,0.00011670
迈上,10,0,0.00011670,0.00000000,0.00011670
始终保持,10,0,0.00011670,0.00000000,0.00011670
转换,16,43,0.00018672,0.00007021,0.00011651
一边,16,43,0.00018672,0.00007021,0.00011651
态势,16,43,0.00018672,0.00007021,0.00011651
赋予,13,22,0.00015171,0.00003592,0.00011579
基地,33,165,0.00038511,0.00026941,0.00011570
导线,12,15,0.00014004,0.00002449,0.00011555
市民,31,151,0.00036177,0.00024655,0.00011522
气象,17,51,0.00019839,0.00008327,0.00011512
底线,10,1,0.00011670,0.00000163,0.00011507
迎难而上,10,1,0.00011670,0.00000163,0.00011507
供需,10,1,0.00011670,0.00000163,0.00011507
稳中有进,10,1,0.00011670,0.00000163,0.00011507
当头,10,1,0.00011670,0.00000163,0.00011507
引擎,10,1,0.00011670,0.00000163,0.00011507
环保,15,37,0.00017505,0.00006041,0.00011464
到位,13,23,0.00015171,0.00003755,0.00011416
老百姓,19,66,0.00022173,0.00010776,0.00011397
越剧,11,9,0.00012837,0.00001470,0.00011368
察看,11,9,0.00012837,0.00001470,0.00011368
吸引,24,102,0.00028008,0.00016654,0.00011354
隐性,10,2,0.00011670,0.00000327,0.00011344
跨境,10,2,0.00011670,0.00000327,0.00011344
定向,10,2,0.00011670,0.00000327,0.00011344
回信,10,2,0.00011670,0.00000327,0.00011344
村干部,16,45,0.00018672,0.00007348,0.00011325
沈阳,15,38,0.00017505,0.00006205,0.00011301
论述,14,31,0.00016338,0.00005062,0.00011277
采购,13,24,0.00015171,0.00003919,0.00011252
风雨,12,17,0.00014004,0.00002776,0.00011228
排放,12,17,0.00014004,0.00002776,0.00011228
忙碌,12,17,0.00014004,0.00002776,0.00011228
具体化,10,3,0.00011670,0.00000490,0.00011180
熠熠生辉,10,3,0.00011670,0.00000490,0.00011180
峰会,10,3,0.00011670,0.00000490,0.00011180
评价,23,96,0.00026841,0.00015675,0.00011167
难题,16,46,0.00018672,0.00007511,0.00011161
上下,13,25,0.00015171,0.00004082,0.00011089
预期,12,18,0.00014004,0.00002939,0.00011065
政务,11,11,0.00012837,0.00001796,0.00011041
快递,11,11,0.00012837,0.00001796,0.00011041
向往,11,11,0.00012837,0.00001796,0.00011041
案例,11,11,0.00012837,0.00001796,0.00011041
直面,10,4,0.00011670,0.00000653,0.00011017
不是,10,4,0.00011670,0.00000653,0.00011017
脱贫,23,97,0.00026841,0.00015838,0.00011003
哪里,16,47,0.00018672,0.00007674,0.00010998
消防,15,40,0.00017505,0.00006531,0.00010974
繁重,13,26,0.00015171,0.00004245,0.00010926
党内,13,26,0.00015171,0.00004245,0.00010926
党性,13,26,0.00015171,0.00004245,0.00010926
用心,10,5,0.00011670,0.00000816,0.00010854
一以贯之,10,5,0.00011670,0.00000816,0.00010854
平稳,15,41,0.00017505,0.00006694,0.00010811
优质,21,84,0.00024507,0.00013715,0.00010792
从严,14,34,0.00016338,0.00005551,0.00010787
手机,14,34,0.00016338,0.00005551,0.00010787
密集,12,20,0.00014004,0.00003266,0.00010739
规矩,11,13,0.00012837,0.00002123,0.00010714
主流,11,13,0.00012837,0.00002123,0.00010714
演进,10,6,0.00011670,0.00000980,0.00010690
修复,11,14,0.00012837,0.00002286,0.00010551
叮嘱,10,7,0.00011670,0.00001143,0.00010527
作业,16,50,0.00018672,0.00008164,0.00010508
一座,9,0,0.00010503,0.00000000,0.00010503
核心技术,9,0,0.00010503,0.00000000,0.00010503
1.4,9,0,0.00010503,0.00000000,0.00010503
优良传统,9,0,0.00010503,0.00000000,0.00010503
意见建议,9,0,0.00010503,0.00000000,0.00010503
相互尊重,9,0,0.00010503,0.00000000,0.00010503
几天,9,0,0.00010503,0.00000000,0.00010503
问责,9,0,0.00010503,0.00000000,0.00010503
新一代,9,0,0.00010503,0.00000000,0.00010503
紫阳县,9,0,0.00010503,0.00000000,0.00010503
排查,9,0,0.00010503,0.00000000,0.00010503
城市更新,9,0,0.00010503,0.00000000,0.00010503
亚克,9,0,0.00010503,0.00000000,0.00010503
双边关系,9,0,0.00010503,0.00000000,0.00010503
长效机制,9,0,0.00010503,0.00000000,0.00010503
数智,9,0,0.00010503,0.00000000,0.00010503
严肃查处,9,0,0.00010503,0.00000000,0.00010503
已有,9,0,0.00010503,0.00000000,0.00010503
现代农业,9,0,0.00010503,0.00000000,0.00010503
紧紧围绕,9,0,0.00010503,0.00000000,0.00010503
新起点,9,0,0.00010503,0.00000000,0.00010503
可感,9,0,0.00010503,0.00000000,0.00010503
货币政策,9,0,0.00010503,0.00000000,0.00010503
战略伙伴,9,0,0.00010503,0.00000000,0.00010503
干字,9,0,0.00010503,0.00000000,0.00010503
优良作风,9,0,0.00010503,0.00000000,0.00010503
擘画,9,0,0.00010503,0.00000000,0.00010503
丁松,9,0,0.00010503,0.00000000,0.00010503
双城,9,0,0.00010503,0.00000000,0.00010503
困难群众,9,0,0.00010503,0.00000000,0.00010503
吴宇辰,9,0,0.00010503,0.00000000,0.00010503
实际行动,9,0,0.00010503,0.00000000,0.00010503
宏观调控,9,0,0.00010503,0.00000000,0.00010503
迪萨纳,9,0,0.00010503,0.00000000,0.00010503
体制改革,9,0,0.00010503,0.00000000,0.00010503
第一书记,9,0,0.00010503,0.00000000,0.00010503
公平正义,9,0,0.00010503,0.00000000,0.00010503
29,9,0,0.00010503,0.00000000,0.00010503
尽责,9,0,0.00010503,0.00000000,0.00010503
服务大局,9,0,0.00010503,0.00000000,0.00010503
满足,22,93,0.00025674,0.00015185,0.00010489
通报,15,43,0.00017505,0.00007021,0.00010484
未来,34,179,0.00039678,0.00029227,0.00010451
包装,13,29,0.00015171,0.00004735,0.00010436
能量,10,8,0.00011670,0.00001306,0.00010364
报废,10,8,0.00011670,0.00001306,0.00010364
家风,9,1,0.00010503,0.00000163,0.00010340
中轴线,9,1,0.00010503,0.00000163,0.00010340
节点,9,1,0.00010503,0.00000163,0.00010340
送到,9,1,0.00010503,0.00000163,0.00010340
